web-scraper-order,web-scraper-start-url,link,link-href,title,poster_url-src
1672164521-617,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Encantada,https://www.imdb.com/title/tt0461770/?ref_=adv_li_tt,Encantada,"https://m.media-amazon.com/images/M/MV5BOWI0NzZlZmEtZmRlNi00ODY0LWI5ZGUtNTQ0Y2VhOTYzY2MxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672164525-618,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1","Lilo, Lilo, Crocodilo",https://www.imdb.com/title/tt14668630/?ref_=adv_li_tt,"Lilo, Lilo, Crocodilo","https://m.media-amazon.com/images/M/MV5BN2NkYjNlY2EtNzg2Yi00ZmMyLTg0YzMtYzU2OWU0Y2RmYzJlXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX190_CR0,10,190,281_.jpg"
1672164529-619,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1","Love, Death & Robots",https://www.imdb.com/title/tt9561862/?ref_=adv_li_tt,"Love, Death & Robots","https://m.media-amazon.com/images/M/MV5BYTNiYTNkNTAtYzE3ZS00ZDQ1LWEwZTYtZjI1NzYzMWJjY2U4XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672164533-620,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Homem-Aranha no Aranhaverso,https://www.imdb.com/title/tt4633694/?ref_=adv_li_tt,Homem-Aranha no Aranhaverso,"https://m.media-amazon.com/images/M/MV5BMmM0YWUyZjktNGZhOS00Njk1LTk5NWItODE0ZDY2N2I1YzNlXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672164537-621,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",A Bela e a Fera,https://www.imdb.com/title/tt0101414/?ref_=adv_li_tt,A Bela e a Fera,"https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672164541-622,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Avatar: A Lenda de Aang,https://www.imdb.com/title/tt0417299/?ref_=adv_li_tt,Avatar: A Lenda de Aang,"https://m.media-amazon.com/images/M/MV5BODc5YTBhMTItMjhkNi00ZTIxLWI0YjAtNTZmOTY0YjRlZGQ0XkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UY281_CR1,0,190,281_.jpg"
1672164567-623,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Gato de Botas,https://www.imdb.com/title/tt0448694/?ref_=adv_li_tt,Gato de Botas,"https://m.media-amazon.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_QL75_UX190_CR0,8,190,281_.jpg"
1672164571-624,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Mob Psycho 100,https://www.imdb.com/title/tt5897304/?ref_=adv_li_tt,Mob Psycho 100,"https://m.media-amazon.com/images/M/MV5BYWIwZjhkMzgtOWExYi00ZGIwLTg1ZTktNjQyZWIxYWFmZTc0XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672164574-625,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",BoJack Horseman,https://www.imdb.com/title/tt3398228/?ref_=adv_li_tt,BoJack Horseman,"https://m.media-amazon.com/images/M/MV5BYWQwMDNkM2MtODU4OS00OTY3LTgwOTItNjE2Yzc0MzRkMDllXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672164578-626,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Bluey,https://www.imdb.com/title/tt7678620/?ref_=adv_li_tt,Bluey,"https://m.media-amazon.com/images/M/MV5BMDBiNDI3YjQtNDdkNS00ZDliLTlmMmQtMDE4ZWM1ZGIyNjljXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672164582-627,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Bob's Burgers,https://www.imdb.com/title/tt1561755/?ref_=adv_li_tt,Bob's Burgers,"https://m.media-amazon.com/images/M/MV5BZGJiNmM1NDctNWUxYS00YzE4LWJjNTgtYTJhYzE0NjFmMTMwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672164587-628,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",South Park,https://www.imdb.com/title/tt0121955/?ref_=adv_li_tt,South Park,"https://m.media-amazon.com/images/M/MV5BZjNhODYzZGItZWQ3Ny00ZjViLTkxMTUtM2EzN2RjYjU2OGZiXkEyXkFqcGdeQXVyMTI5MTc0OTIy._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672164591-629,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Paradise Police,https://www.imdb.com/title/tt8235236/?ref_=adv_li_tt,Paradise Police,"https://m.media-amazon.com/images/M/MV5BMTU2NjgxNTUxMF5BMl5BanBnXkFtZTgwMzM4MjMwNjM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672164595-630,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Bleach: Thousand-Year Blood War,https://www.imdb.com/title/tt14986406/?ref_=adv_li_tt,Bleach: Thousand-Year Blood War,"https://m.media-amazon.com/images/M/MV5BODFmYTUwYzMtM2M2My00NGExLWIzMDctYmRjNTNhZDc4MGI2XkEyXkFqcGdeQXVyMTMzNDExODE5._V1_QL75_UY281_CR5,0,190,281_.jpg"
1672164599-631,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",A Verdadeira História de Papai Noel,https://www.imdb.com/title/tt0066327/?ref_=adv_li_tt,A Verdadeira História de Papai Noel,"https://m.media-amazon.com/images/M/MV5BMTc2NjMxMTU2Ml5BMl5BanBnXkFtZTcwNjg4NTYyMQ@@._V1_QL75_UY281_CR2,0,190,281_.jpg"
1672164603-632,"https://www.imdb.com/search/title/?genres=animation&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=fd0c0dd4-de47-4168-baa8-239e02fd9ee7&pf_rd_r=0QT0GHSZHD654892VS4N&pf_rd_s=center-4&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr4_i_1",Como o Grinch Roubou o Natal!,https://www.imdb.com/title/tt0060345/?ref_=adv_li_tt,Como o Grinch Roubou o Natal!,"https://m.media-amazon.com/images/M/MV5BNzBiMjVlYmYtYmE3NS00MGExLTg4MjUtYmY2Y2U0MWQ0MzQ3XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UY281_CR4,0,190,281_.jpg"
