web-scraper-order,web-scraper-start-url,link,link-href,title,poster_url-src
1672162729-514,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Scream VI,https://www.imdb.com/title/tt17663992/?ref_=adv_li_tt,Scream VI,"https://m.media-amazon.com/images/M/MV5BYTVlZTQzNjEtOTY0Yi00ZTIwLWEwYzAtOTYxNzE0ZTkxODc1XkEyXkFqcGdeQXVyNzAwMjU2MTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672162737-515,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Lei & Ordem: Unidade de Vítimas Especiais,https://www.imdb.com/title/tt0203259/?ref_=adv_li_tt,Lei & Ordem: Unidade de Vítimas Especiais,"https://m.media-amazon.com/images/M/MV5BYmNkN2RlMzktMDgzNi00OWRmLWI3N2ItYzU5ZGUyMzc3MjJhXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672162741-516,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",The Witcher,https://www.imdb.com/title/tt5180504/?ref_=adv_li_tt,The Witcher,"https://m.media-amazon.com/images/M/MV5BN2FiOWU4YzYtMzZiOS00MzcyLTlkOGEtOTgwZmEwMzAxMzA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672162745-517,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Não! Não Olhe!,https://www.imdb.com/title/tt10954984/?ref_=adv_li_tt,Não! Não Olhe!,"https://m.media-amazon.com/images/M/MV5BNmJjMDUxYzQtZGY0Zi00NDc4LThkNzMtZGQ5NDUxNDY4YWU0XkEyXkFqcGdeQXVyMjcwMzM0OTI@._V1_QL75_UY281_CR18,0,190,281_.jpg"
1672162748-518,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Sobrenatural,https://www.imdb.com/title/tt0460681/?ref_=adv_li_tt,Sobrenatural,"https://m.media-amazon.com/images/M/MV5BNzRmZWJhNjUtY2ZkYy00N2MyLWJmNTktOTAwY2VkODVmOGY3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672162753-519,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Sorria,https://www.imdb.com/title/tt15474916/?ref_=adv_li_tt,Sorria,"https://m.media-amazon.com/images/M/MV5BY2M0YmI4ZDMtODQzYi00MjljLWE1YmYtZmJiYmYyNjk1YmMyXkEyXkFqcGdeQXVyNTQ3MjAzNTM@._V1_QL75_UY281_CR18,0,190,281_.jpg"
1672162757-520,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Ruptura,https://www.imdb.com/title/tt11280740/?ref_=adv_li_tt,Ruptura,"https://m.media-amazon.com/images/M/MV5BMjkwZjcwMGQtNDAzOC00YjJiLThiYTgtNWU3ZjRiZmY2YzEzXkEyXkFqcGdeQXVyMTMzNDExODE5._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672162761-521,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Os Suspeitos,https://www.imdb.com/title/tt1392214/?ref_=adv_li_tt,Os Suspeitos,"https://m.media-amazon.com/images/M/MV5BOWE2OTMyZDctMjVlOC00NDcwLWE5ZGQtNmZjYmZhZmIwZDE5XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg"
1672162764-522,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Noites Brutais,https://www.imdb.com/title/tt15791034/?ref_=adv_li_tt,Noites Brutais,"https://m.media-amazon.com/images/M/MV5BM2RmY2FhYzItMDU5Ny00YmRlLWIxM2QtYzE2MjQ5NDZhZTJjXkEyXkFqcGdeQXVyMjAwNzczNTU@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672162768-523,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Strike,https://www.imdb.com/title/tt4276618/?ref_=adv_li_tt,Strike,"https://m.media-amazon.com/images/M/MV5BOTA2MDUxMTgtY2RhMC00NWViLWIwMmEtYzYzYTc1YTM4NDVjXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672162772-524,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Murderville: Quem Matou o Papai Noel,https://www.imdb.com/title/tt23747062/?ref_=adv_li_tt,Murderville: Quem Matou o Papai Noel,"https://m.media-amazon.com/images/M/MV5BM2FhY2Q1OGEtZGRlZi00OTFjLTgxMDUtYTA3ZDliZDczNzUwXkEyXkFqcGdeQXVyMTMzNzIyNDc1._V1_QL75_UY281_CR6,0,190,281_.jpg"
1672162776-525,"https://www.imdb.com/search/title/?genres=mystery&explore=title_type,genres&pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=f1cf7b98-03fb-4a83-95f3-d833fdba0471&pf_rd_r=CM4KZ759BV5JSSY48F32&pf_rd_s=center-3&pf_rd_t=15051&pf_rd_i=genre&ref_=ft_gnr_pr3_i_2",Stranger Things,https://www.imdb.com/title/tt4574334/?ref_=adv_li_tt,Stranger Things,"https://m.media-amazon.com/images/M/MV5BMDZkYmVhNjMtNWU4MC00MDQxLWE3MjYtZGMzZWI1ZjhlOWJmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UY281_CR18,0,190,281_.jpg"
