web-scraper-order,web-scraper-start-url,link,link-href,title,poster_url-src
1672157418-472,https://www.imdb.com/search/title/?genres=action&languages=pt,The Last of Us,https://www.imdb.com/title/tt2140553/?ref_=adv_li_tt,The Last of Us,"https://m.media-amazon.com/images/M/MV5BMGU0MzM1MjItMjJkNi00MzhjLTk3OTAtMjg5YWY4NzFhZmM2XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672157422-473,https://www.imdb.com/search/title/?genres=action&languages=pt,A Vida Marinha com Steve Zissou,https://www.imdb.com/title/tt0362270/?ref_=adv_li_tt,A Vida Marinha com Steve Zissou,"https://m.media-amazon.com/images/M/MV5BMTYzODYzNzg2MF5BMl5BanBnXkFtZTcwMTkzOTQzMw@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
1672157427-474,https://www.imdb.com/search/title/?genres=action&languages=pt,As Panteras,https://www.imdb.com/title/tt5033998/?ref_=adv_li_tt,As Panteras,"https://m.media-amazon.com/images/M/MV5BNjRmMmY0YjEtMWQ5MS00ZTBhLTk2NmEtNzUyYTQyMjI0NzcxXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672157431-475,https://www.imdb.com/search/title/?genres=action&languages=pt,Operação Fronteira,https://www.imdb.com/title/tt1488606/?ref_=adv_li_tt,Operação Fronteira,"https://m.media-amazon.com/images/M/MV5BYzlhOThjM2UtNWFkMC00MGQyLTg3MzQtNmU5NjE4YzJmZjUzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672157435-476,https://www.imdb.com/search/title/?genres=action&languages=pt,Velozes & Furiosos: Desafio em Tóquio,https://www.imdb.com/title/tt0463985/?ref_=adv_li_tt,Velozes & Furiosos: Desafio em Tóquio,"https://m.media-amazon.com/images/M/MV5BMTQ2NTMxODEyNV5BMl5BanBnXkFtZTcwMDgxMjA0MQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg"
1672157439-477,https://www.imdb.com/search/title/?genres=action&languages=pt,Mestre dos Mares: O Lado Mais Distante do Mundo,https://www.imdb.com/title/tt0311113/?ref_=adv_li_tt,Mestre dos Mares: O Lado Mais Distante do Mundo,"https://m.media-amazon.com/images/M/MV5BZGRjM2IyM2EtZDAxYi00NTdjLTliMGYtMmRhZGUyNjRjNWYwXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672157443-478,https://www.imdb.com/search/title/?genres=action&languages=pt,Jungle Cruise,https://www.imdb.com/title/tt0870154/?ref_=adv_li_tt,Jungle Cruise,"https://m.media-amazon.com/images/M/MV5BNjc5OGI1NmYtZjZiYS00ZDU4LWFmZDgtZThmOWY0ZDgzM2Y5XkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672157447-479,https://www.imdb.com/search/title/?genres=action&languages=pt,O Incrível Hulk,https://www.imdb.com/title/tt0800080/?ref_=adv_li_tt,O Incrível Hulk,"https://m.media-amazon.com/images/M/MV5BMTUyNzk3MjA1OF5BMl5BanBnXkFtZTcwMTE1Njg2MQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672157452-480,https://www.imdb.com/search/title/?genres=action&languages=pt,Alias: Codinome Perigo,https://www.imdb.com/title/tt0285333/?ref_=adv_li_tt,Alias: Codinome Perigo,"https://m.media-amazon.com/images/M/MV5BYzFmMDJjMTYtZjUwNi00YjliLWEyYWUtNGExMDljMzc2MGZjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg"
1672157456-481,https://www.imdb.com/search/title/?genres=action&languages=pt,Os Novos Mutantes,https://www.imdb.com/title/tt4682266/?ref_=adv_li_tt,Os Novos Mutantes,"https://m.media-amazon.com/images/M/MV5BYTg5ZWRjN2EtYTE0Yi00ZGY1LTk2OGQtN2JhMTlhYzBhY2NlXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR4,0,190,281_.jpg"
1672157461-482,https://www.imdb.com/search/title/?genres=action&languages=pt,Exército de Ladrões: Invasão da Europa,https://www.imdb.com/title/tt13024674/?ref_=adv_li_tt,Exército de Ladrões: Invasão da Europa,"https://m.media-amazon.com/images/M/MV5BOGVmMTEyZGEtMjM5YS00OWU0LWJlNmMtMTgyNWM3ZGVkM2Y1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
1672157465-483,https://www.imdb.com/search/title/?genres=action&languages=pt,2012,https://www.imdb.com/title/tt1190080/?ref_=adv_li_tt,2012,"https://m.media-amazon.com/images/M/MV5BMTY2M2VkNTYtZmFjNi00MmM0LThhNTctNjY4MDFhZWIzMmQ1XkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672157468-484,https://www.imdb.com/search/title/?genres=action&languages=pt,Matador de Aluguel,https://www.imdb.com/title/tt0098206/?ref_=adv_li_tt,Matador de Aluguel,"https://m.media-amazon.com/images/M/MV5BMTU1MTE2Mjk2OF5BMl5BanBnXkFtZTcwMTUzNjYzNA@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1672157495-485,https://www.imdb.com/search/title/?genres=action&languages=pt,007 - Operação Skyfall,https://www.imdb.com/title/tt1074638/?ref_=adv_li_tt,007 - Operação Skyfall,"https://m.media-amazon.com/images/M/MV5BMWIxODIxMzUtNmI2MS00ZjEzLWJkOGUtY2NkOGRlZjUzMjdjXkEyXkFqcGdeQXVyMTAyOTE2ODg0._V1_QL75_UY281_CR1,0,190,281_.jpg"
1672157507-486,https://www.imdb.com/search/title/?genres=action&languages=pt,God of War: Ragnarök,https://www.imdb.com/title/tt13119450/?ref_=adv_li_tt,God of War: Ragnarök,"https://m.media-amazon.com/images/M/MV5BMDQ1MmQ5NTItZTk0ZS00M2E5LTkzNmQtNDI2YWMyOGFlZWVjXkEyXkFqcGdeQXVyOTg3NjI1MTg@._V1_QL75_UY281_CR2,0,190,281_.jpg"
1672157511-487,https://www.imdb.com/search/title/?genres=action&languages=pt,A Mulher Rei,https://www.imdb.com/title/tt8093700/?ref_=adv_li_tt,A Mulher Rei,"https://m.media-amazon.com/images/M/MV5BY2I4MDIwYWUtOWMxNC00ZTIzLWE3OGYtOWUyMmIwZGE2NjU4XkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_QL75_UY281_CR18,0,190,281_.jpg"
